Fecha,Altura_de_Nieve_cm
2022-07-07,69.875
2022-07-08,65.833
2022-07-09,61.229
2022-07-10,64.354
2022-07-11,63.042
2022-07-12,70.30799999999999
2022-07-13,69.75
2022-07-14,71.818
2022-07-15,71.864
2022-07-16,70.438
2022-07-17,69.625
2022-07-18,67.63900000000001
2022-07-19,73.523
2022-07-20,73.875
2022-07-21,72.792
2022-07-22,73.0
2022-07-23,73.0
2022-07-24,73.146
2022-07-25,74.479
2022-07-26,74.292
2022-07-27,74.542
2022-07-28,73.25
2022-07-29,71.271
2022-07-30,71.146
2022-07-31,71.021
2022-08-01,71.146
2022-08-02,71.0
2022-08-03,72.771
2022-08-04,76.104
2022-08-05,74.646
2022-08-06,75.375
2022-08-07,79.833
2022-08-08,79.708
2022-08-09,78.146
2022-08-10,75.708
2022-08-11,74.559
2022-08-12,78.2
2022-08-13,92.857
2022-08-14,120.913
2022-08-15,119.682
2022-08-16,105.667
2022-08-17,102.708
2022-08-18,97.771
2022-08-19,82.13
2022-08-20,76.0
2022-08-21,74.45
2022-08-22,72.958
2022-08-23,70.75
2022-08-24,71.271
2022-08-25,76.938
2022-08-26,87.958
2022-08-27,83.542
2022-08-28,83.042
2022-08-29,81.5
2022-08-30,80.063
2022-08-31,77.813
2022-09-01,76.583
2022-09-02,74.688
2022-09-03,62.792
2022-09-04,49.063
2022-09-05,43.938
2022-09-06,58.896
2022-09-07,72.542
2022-09-08,73.0
2022-09-09,60.333
2022-09-10,49.979
2022-09-11,45.917
2022-09-12,44.684
2022-09-13,41.896
2022-09-14,44.357
2022-09-15,51.348
2022-09-16,51.792
2022-09-17,50.729
2022-09-18,50.063
2022-09-19,55.375
2022-09-20,57.458
2022-09-21,54.708
2022-09-22,50.0
2022-09-23,47.795
2022-09-24,44.854
2022-09-25,44.563
2022-09-26,42.854
2022-09-27,41.25
2022-09-28,36.271
2022-09-29,29.625
2022-09-30,24.646
2022-10-01,22.896
2022-10-02,20.813
2022-10-03,15.458
2022-10-04,0.0
2022-10-05,0.0
2022-10-06,0.0
2022-10-07,0.0
2022-10-08,0.0
2022-10-09,0.0
2022-10-10,0.0
2022-10-11,0.0
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,0.0
2022-10-15,0.0
2022-10-16,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-20,0.0
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-05,0.0
2022-11-06,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-12,0.0
2022-11-13,0.0
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-04,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-01,0.0
2023-04-02,0.0
2023-04-03,0.0
2023-04-04,0.0
2023-04-05,0.0
2023-04-06,0.0
2023-04-07,0.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-22,0.0
